ident,latitude,longitude
DAKEM,-18.10423333,-49.19315278
DAKEN,-15.17025556,-38.92561944
DAKER,-6.111702778,-35.22970833
DALOX,-15.58618333,-40.16689167
TOGAB,-3.264652778,-37.76821389
TOGUN,-6.616422222,-36.580825
TOLAT,-14.16515556,-48.51035833
DAMAN,-6.881355556,-51.40866111
DAMIB,-13.18943889,-50.29921389
TOPUG,-15.97046667,-41.23686944
DAMIR,-9.77865,-61.67753611
TOSAD,-6.978027778,-37.26393889
DAPSA,-4.077686111,-38.29408333
TUNAS,-18.89517222,-42.18612222
UBKOS,-10.36866389,-50.05140278
UBMOR,-19.01057222,-51.00161389
UBNOV,-22.04023333,-45.34337222
UBREK,-19.54588333,-44.76894167
UDERU,-7.314108333,-36.98290833
UDOPO,-11.73258611,-42.16155556
DEVES,-13.99350556,-43.30299444
DEVET,-15.01293889,-43.8187
DEVIR,-20.78365556,-46.91555833
DALMU,-16.21995,-46.80955
DEVUN,-3.109280556,-37.98383056
DEVUP,-12.32480556,-47.95935833
NEKAL,-5.759555556,-39.07936111
DEXED,-18.4104,-48.26954722
NEMEL,-7.4061,-55.43693889
UDOSA,-9.043791667,-36.13079722
NEMOG,-15.76080278,-39.24287222
DEXEL,-10.38215556,-39.37855556
NETBA,-13.89453889,-45.73397778
NIBSA,-15.52421667,-45.06904167
NINGA,-17.02515,-39.71486389
DIDUG,-14.14400833,-46.09034167
NIRTO,-19.597925,-46.37345556
NISLA,-6.374916667,-51.13535556
DIGEV,-6.554966667,-36.76469167
OBDOL,-6.967422222,-39.10296944
DIKAK,-5.328233333,-42.06551944
OBKAR,-12.52095278,-42.83665278
UDUDI,-7.981588889,-38.88511111
UDULA,-6.691127778,-40.760725
OBLAX,-9.916086111,-36.74963056
UDUNA,-22.19453056,-43.66993611
OBMIS,-5.760763889,-37.28898889
UDUVI,-14.528425,-46.80429444
OGMER,-19.75306667,-44.71168056
OGMUG,-15.92268333,-46.06008889
UGALO,-6.300794444,-36.84242222
DIKUS,-3.123688889,-40.7928
UGONI,-22.25368611,-48.89846667
VUNAV,-6.441047222,-38.84472778
DIMEL,-3.38745,-39.48412222
DIMEM,-18.48659444,-50.49630833
DIMOD,-10.261225,-39.35595278
OGRAD,-18.78849722,-44.246975
OGSOO,-19.85615556,-43.84104167
DINAD,-14.40050833,-53.71134722
DOBLA,-11.79668889,-39.61022778
UGPIM,-20.48813611,-41.37498056
DODPA,-13.86693889,-52.1865
UGSEV,-19.70067778,-44.15783611
DODRI,-17.87780278,-50.93563333
DOMVI,2.296586111,-62.29826111
DOPRU,-14.61783056,-38.74628333
DORMU,-11.59569167,-40.00138056
UGTUN,-6.891719444,-36.352275
OPLAK,-9.853288889,-39.15990833
OPLAM,-14.55838611,-54.16518333
UGUGA,-14.02972222,-49.55111111
OPMET,-9.8145,-41.55485278
UGUTO,-10.73631944,-43.8298
OPMOB,-12.28621944,-54.52218889
OPMUS,-12.45696111,-54.81305556
OPNAX,-13.80945,-49.15388056
OPNID,-13.72075556,-45.51177222
UKAVA,-8.932394444,-44.17095
OPRIN,-14.21170833,-46.55125278
OPTEB,-18.38759167,-43.13061667
OPTOT,-6.250283333,-35.13341944
OPTUS,2.161147222,-55.16821944
UKDAL,-15.12900556,-44.10062222
OPVAR,-6.111138889,-36.61425
UKDED,-4.100875,-37.61423333
OPVIG,-20.58616111,-40.87893889
OPVUD,-17.456575,-50.80236667
UKEBA,-6.168286111,-39.64050278
ORIPU,-9.376238889,-38.41003889
UKLIV,-11.70758611,-41.49823889
OROPA,-14.35763889,-42.24887778
ASGIK,-11.46507778,-37.86368056
UKMIL,-10.41476389,-39.42989167
IREKI,-7.638975,-35.47555
OBMIV,-14.86750833,-55.06330278
UMKON,-22.96884444,-48.06283333
UMPEL,-13.08861389,-38.73476667
UPUVI,-14.06231944,-45.42841667
URALU,-8.150730556,-48.38794167
URIBU,-11.22809722,-40.71810833
URIVI,-9.712136111,-49.32962778
URUVA,-13.02521389,-40.346425
USAMI,-4.599355556,-39.11905278
USIPA,-12.73215,-38.79120278
DOTBI,-12.85663611,-39.844825
DOTNU,-18.44942778,-51.74070833
DOTSA,-21.6468,-41.4128
DUBDA,-22.07194444,-41.62938056
SIKUP,-3.326522222,-52.89396111
EDMAT,-13.36965278,-39.94386389
EDMIK,-12.74522222,-49.08797222
EDMIL,-13.58618333,-39.98579444
EDMUP,-9.686158333,-40.50457222
EDMUR,-18.05151667,-45.369725
EDNAL,-3.459802778,-40.01629444
EDNES,-16.1575,-42.26499444
EDNOB,-14.31499444,-39.58410556
EDPIV,-5.42335,-39.07281111
EDPOX,-17.13569683,-39.19497694
GUVEB,-11.78123333,-39.64113611
ENPUS,-20.078225,-40.62504722
EDSUL,-11.07791944,-41.10667778
EDSUX,-18.96532222,-44.22317778
EDVAN,-16.73608333,-42.16016944
UBGOR,-12.93351389,-44.12799722
EDVEK,-15.81449444,-45.78948611
EDVIR,-15.28297778,-40.31799444
EGAPO,-15.95738056,-40.45150278
EGBEX,-16.62500278,-39.02449444
USVEP,-19.04424167,-41.07523611
USVUR,-7.767947222,-38.20150278
UTBAR,-15.46128889,-53.10114167
UTGOT,-3.729027778,-40.56415278
UTKEL,-5.875452778,-35.65177778
UTKON,-8.022366667,-34.79658333
UTLED,-12.74159167,-38.42859722
UTLON,-16.69675,-41.40570833
UTMUG,-8.268191667,-35.16059722
UTNIK,-6.341425,-36.42289722
UTNUX,-13.53293611,-47.32911389
VADOP,-14.60648611,-46.36393611
VAKAS,-13.29167222,-44.12301667
VAMOT,-12.18630556,-38.76389722
VAPUX,-18.95376944,-44.01705278
VASEG,-3.748666667,-38.271
VASIX,-19.59138333,-44.410625
VUGEG,-3.956972222,-38.64242222
VUGID,-9.075025,-39.76610278
VUKUB,-17.47653611,-42.77425833
VULPI,-6.488644444,-36.68678889
VUMAR,-6.2841,-35.37051111
VUMDU,-6.882436111,-37.54701667
GEDAV,-4.864941667,-38.80385
EGBIG,-18.78812778,-43.03293889
EGDEB,-19.9401,-40.55635556
EGETO,-6.755038889,-51.70573611
EGIPU,-11.01271111,-41.27485833
EGORU,-16.91621944,-40.64297222
EGOXI,-17.74922222,-40.81091944
EGUTO,-23.40318889,-46.20131667
EKERA,-13.87815556,-41.12148889
EKOPO,-23.49217222,-45.93251389
EKUMA,-15.01206389,-53.36015278
VUNER,-7.732583333,-35.27926111
EKUMU,-16.63878056,-42.44992222
VUNGO,-4.651069444,-39.05778611
EKUVI,-12.18125278,-44.13463889
VUNUL,-13.85446389,-47.16018889
VUPAR,-8.342977778,-47.92431111
ELADI,-10.84056667,-41.717325
ELANO,-11.59043611,-46.02485556
ELISA,-14.69293611,-49.51848056
ENLIV,-9.691058333,-44.62009167
ENRUR,-17.50866667,-47.16640278
ENSIG,-19.08034167,-44.68603056
ENVOG,-17.39776111,-41.56935556
EPGAT,-3.903933333,-38.86285556
EPGEM,-14.46795278,-44.80252778
EPKAV,-7.971652778,-38.44491944
ERIXI,-8.854,-35.99708333
VUPOG,-20.74231389,-48.83306667
ERVOB,-15.66766944,-44.02369722
ESARU,-3.825994444,-37.98045556
VUSMI,-15.29698333,-56.3329
ESITU,-5.222669444,-58.14364444
VUSPU,-11.99313333,-42.58469722
VUSTI,-9.753997222,-38.40060556
VUSTO,-12.27786944,-42.43478611
ESNEK,-3.636697222,-38.67928056
XODOV,-11.51164722,-41.17869722
ESOPU,-4.302719444,-37.80403889
XOLUT,-12.51831944,-37.94964167
XUXUG,-15.95765556,-39.34876667
ETELO,-4.894688889,-38.76844167
ZUMBA,-14.987825,-39.71215556
EVNIP,-13.62825833,-45.39413333
EVSEL,-20.04970833,-44.36925833
EVSIB,-18.7222,-41.47029167
EVTAL,-14.40228333,-46.46091944
GAVAB,-19.96724444,-43.13493056
EVNAV,-15.85283333,-48.60233333
SEGPA,-20.976325,-46.14311389
PAGIG,-21.97927778,-43.80979722
PAPOB,-10.05003889,-40.946225
PUKVO,-12.86903611,-54.58068611
FN014,-3.867827778,-32.24850278
FN017,-3.861466667,-32.33163333
PI002,-2.736961111,-56.84373333
PI003,-2.794763889,-56.90399444
PI004,-2.852536111,-56.96428333
PI006,-2.855333333,-56.84648056
DOSVU,-16.57055,-42.42364444
EDRIL,-7.155316667,-36.73873611
EDRIM,-7.876408333,-36.92506111
MIGUP,-8.531638889,-37.09494722
OPMUD,-8.971852778,-37.20945556
SIPOR,-10.50660556,-37.6109
TEMEV,-12.28323333,-38.08087778
UTMUM,-16.23103611,-48.12432778
UMSUB,-16.24198611,-48.29326389
UMDEB,-16.38437778,-48.284
DOMGI,-10.321275,-39.89979444
UTGAB,-14.29872222,-40.12463889
UTLEV,-20.09158611,-44.02645833
VT024,-20.31310833,-40.32315
IRUTU,-9.109811111,-46.05675556
SD006,-23.63788611,-47.52700556
SD007,-23.61102778,-47.44107222
SD008,-23.55766111,-47.46071667
SD009,-23.6902,-47.41189722
SD011,-23.64269722,-47.42940556
RF129,-7.992011111,-35.22526667
RF131,-7.831616667,-35.26277778
RF132,-7.610627778,-35.31431667
RF117,-7.683841667,-35.38177778
RF094,-7.202644444,-34.92268333
RF027,-8.6875,-35.42916667
RF026,-8.428611111,-35.18361111
NTL24,-5.902872222,-35.2529
VT031,-20.17017222,-40.26005833
VT033,-20.21181667,-40.23547222
VT037,-20.21157222,-40.27579722
VT064,-20.22615,-40.28435556
VT099,-20.22423611,-40.26980278
GEDAD,-19.75664444,-44.44795833
CF068,-19.42305,-43.27625278
CF051,-20.13930556,-44.39367222
CF052,-19.76167222,-44.20410278
UTBID,-19.333575,-44.69044722
MEVIK,-20.27857222,-48.78098611
SINIX,-20.36827778,-44.45581944
UTNUL,-20.53096111,-44.37116944
EDRAG,-16.97970833,-39.90372778
ESMOX,-13.08924167,-38.29623333
EVMUK,-25.44030833,-49.5632
DALIG,-25.04211667,-49.64461111
DODLU,-25.59130278,-49.51583889
ISPEP,-25.33106111,-49.22098889
GILNO,-24.89088889,-49.93724167
KIGAT,-25.61245,-49.38213333
LOKEP,-25.24461944,-48.55588056
MUBOM,-25.97264722,-49.39310833
NIRNI,-25.34474167,-48.77905
MUBIP,-25.10260833,-49.37231389
OGNUK,-25.07211389,-49.18246667
NEVLU,-25.96586667,-48.38900833
CT121,-25.6592,-49.25980833
CT122,-25.58638333,-49.36096944
CT123,-25.53633333,-48.928275
CT124,-25.44587778,-48.51749722
CT126,-25.45366111,-48.94989167
CT127,-25.30395,-48.90930833
CT131,-25.05945278,-48.44150278
CT132,-25.15542222,-48.65614444
CT133,-25.21519444,-48.79133611
CT134,-25.22638056,-48.98231667
CT136,-24.82244444,-49.43916111
CT137,-24.99359444,-49.42366111
CT138,-25.20481944,-49.40446944
CT139,-25.23281389,-49.48038611
CT141,-25.57030833,-49.977075
CT142,-25.58685278,-49.65295278
CT143,-26.09886944,-49.71679167
CT144,-25.890825,-49.63419167
CT151,-25.46459444,-49.29455278
CT152,-25.33033333,-48.79546944
CT153,-25.32914167,-48.51973333
CT154,-25.28650278,-49.50145
CT156,-25.80544722,-49.33690556
CT157,-25.54386389,-49.64086944
UMGUP,-8.072136111,-56.86808611
EVPOM,-21.49424167,-46.00586667
CT161,-26.20131111,-49.65424722
CT162,-25.79658056,-49.68286944
CT163,-25.607475,-49.99196389
CT164,-25.63188611,-49.21783056
CT166,-25.35956389,-49.56585278
CT167,-25.20603611,-49.79371389
CT168,-24.997,-49.60367222
BI101,-25.50531389,-49.0446
BI103,-25.32504167,-49.15966111
BI104,-25.3336,-48.300275
BI106,-25.32982778,-48.152975
BI107,-25.64931389,-48.786025
BI108,-25.05720833,-49.24813611
BI109,-25.19906111,-49.63751944
BI112,-25.66694722,-49.77093611
BI113,-25.02947778,-48.44885278
BI114,-25.11407222,-48.76730556
BI116,-25.14789722,-49.03708056
BI102,-25.18829722,-49.22253333
BI117,-25.23543056,-49.31050556
BI118,-25.23484722,-49.22855
BI119,-25.33920556,-48.53201667
JV119,-25.89159722,-48.46258889
JV118,-25.61318889,-48.43319722
JV117,-25.4199,-48.40546667
JV116,-25.33151667,-48.39281667
JV114,-25.25189722,-48.38143889
JV113,-25.18163056,-48.32261944
JV112,-25.99644167,-48.59225
JV109,-26.01381389,-48.70870833
JV108,-26.57245556,-49.14543889
JV107,-25.35276667,-48.55589722
JV106,-25.60902778,-48.56106667
JV104,-25.80639167,-48.52036944
JV103,-24.36716111,-48.04896389
JV102,-25.52264167,-48.02591944
JV101,-25.87383333,-48.16911667
MIGAK,-27.87845833,-48.55141111
MUDBI,-15.84954167,-47.80626944
FL911,-27.23225556,-48.43424167
FL912,-26.89830556,-48.09047778
FL913,-27.79521944,-48.78187778
FL914,-27.72682778,-48.97018056
FL916,-27.61173611,-49.88421667
FL921,-27.36362778,-50.01435
FL922,-27.04484444,-48.53048333
FL923,-27.04916667,-48.57689444
FL924,-27.34172222,-48.21693611
FL926,-26.88886667,-48.04252778
FL931,-28.11516389,-49.26913056
FL932,-27.97288611,-49.11073611
FL933,-27.82556389,-48.94738056
FL934,-27.500025,-49.60127778
FL936,-27.51303056,-49.25413611
FL937,-27.12396111,-48.89885833
FL938,-27.00445278,-48.92562778
FL939,-27.21563889,-48.55508333
FL927,-26.92734722,-48.37018056
FL928,-26.79731111,-48.32074444
FL941,-27.03023333,-48.34929444
FL942,-27.49161111,-48.32276944
FL943,-27.45551389,-47.97870278
FL946,-27.60811667,-49.18263611
FL947,-27.57371389,-49.43920556
NF034,-27.35414722,-49.40090556
NF036,-27.60497222,-49.55971111
NF041,-26.40228611,-48.79395
NF042,-26.92769444,-48.51801944
NF043,-27.09134167,-48.99939167
NF044,-27.2645,-49.34302778
NF051,-26.77646944,-47.90064167
NF053,-26.18085556,-48.19014444
NF061,-26.794325,-47.82963056
NF062,-26.88994444,-48.255875
NF031,-26.67985833,-48.14081667
NF032,-26.56013333,-48.11378611
NF033,-26.40516667,-48.71017778
REGED,-8.947569444,-36.16518056
NT398,-6.081513889,-35.65562778
MO003,-9.497766667,-35.86132778
VULIB,-11.53,-52.27583056
DAGSU,-23.50937375,-46.41569756
JPS03,-7.104822222,-34.9941
AR004,-12.02279722,-38.4514
TILPO,-22.550075,-55.70716111
BH016,-18.94908333,-43.92948611
BH017,-19.40908056,-43.28845278
BH027,-20.00895833,-43.13767222
BH048,-19.73220833,-44.38328333
BH049,-19.54545833,-44.35733611
BH051,-20.01127778,-44.21965
BH052,-20.08945833,-44.25298056
BH053,-20.25343056,-44.29608333
BH056,-19.66912778,-44.32574722
BH057,-19.63168889,-44.36670278
BH058,-19.49806389,-44.51196111
BH061,-19.45323889,-44.25094444
BH062,-19.28173889,-44.05498056
BH063,-19.159075,-43.91451944
BH064,-18.93771111,-43.74005278
BH071,-19.95433889,-43.95923333
BH072,-19.93633333,-43.48883333
BH073,-19.82013056,-43.333775
BH074,-20.23226111,-43.57915833
BH076,-20.49667778,-43.45751667
BH077,-20.85920833,-43.28988611
BH079,-19.55136667,-43.66887778
BH086,-19.79675,-44.28042222
BH087,-19.80890278,-44.45703889
BR098,-15.86687778,-47.97931944
BR102,-15.610175,-47.646325
BR104,-15.67484722,-48.40796389
BR106,-16.21392222,-47.12156111
BR107,-16.31547222,-46.87459167
BR118,-15.49011111,-47.44673889
BR124,-16.30574167,-47.03036667
BR132,-12.12236389,-45.09066944
BR133,-12.16208611,-45.16555556
BR134,-12.25052778,-45.11714167
BR136,-12.20972778,-45.25544722
BR137,-12.07365278,-45.21396667
BR142,-12.03598056,-44.92803056
BR143,-11.99619167,-44.85321389
BR144,-12.08456111,-44.80469167
BR146,-11.94842222,-44.76346389
BR147,-11.90783889,-44.90174722
BR148,-16.15055556,-48.11919167
BR151,-15.67551667,-48.18881389
BR153,-16.28466944,-48.19511389
BR154,-16.17309444,-48.30879167
BR156,-15.59231111,-48.32912778
BR157,-15.76695833,-47.89517222
BV016,3.971152778,-64.41193611
BV017,3.94045,-64.33436111
BV018,3.909736111,-64.25679444
BV019,3.862544444,-64.36494444
BV021,4.018352778,-64.30378056
CF006,-19.36646944,-44.213075
CF007,-19.34996389,-44.26331389
CF031,-19.33950995,-44.23521298
CF038,-19.72178611,-43.66053611
CF041,-19.74468056,-43.53180278
CF061,-19.60985,-44.11894167
CF062,-19.66044444,-44.23298056
CF064,-19.96154167,-43.640525
SARBO,-7.860857053,-38.91111064
ILTEM,-19.78802489,-44.22535408
REDOS,-23.88247222,-46.52568333
SAVTO,-23.45532581,-47.38832406
GIDGI,-23.30647892,-47.41735417
ESPES,-18.31459522,-48.14198631
ILRER,-16.07298889,-48.08571389
UTNAS,-23.42176294,-47.52946411
OGROR,-22.90662383,-46.26651089
EGLAN,-21.76529421,-46.07383839
UTGOG,-15.86671111,-47.72431111
XOPES,-21.16246531,-45.92302204
OPKED,-15.35816944,-47.35266667
VUTKO,-20.53063798,-45.99312732
EGEXU,-19.33143718,-46.48132891
UMKID,-15.79452356,-48.13126358
SV083,-12.80708889,-38.32746667
BR158,-15.57144167,-47.50749444
TV007,-16.90773611,-39.64101111
UKDIX,-15.92819483,-48.10941456
VT101,-19.88258056,-40.34759722
VT102,-19.76278056,-40.23415833
VT103,-19.71776389,-40.50094444
FZ133,-3.65295,-38.60435
VT104,-19.89114444,-40.51611389
VT106,-20.24747222,-40.54745556
VT107,-19.94623056,-40.03175556
VT108,-19.83049167,-40.16817222
VT109,-19.77544167,-40.59541667
TERAT,-18.41170278,-40.70740556
UTPIT,-19.07033889,-40.12886944
SIRIM,-19.92138333,-40.15675556
CY026,-15.70641944,-55.76320833
CY027,-15.91923889,-55.84535833
SISAS,-19.64100753,-44.97652622
OLEAR,-20.310051,-45.55759975
VALEM,-22.53022978,-43.71922712
VUKLA,-22.43619769,-43.51185483
ASASI,-19.76855771,-43.90214207
NT011,-5.672138889,-35.54142778
NT012,-5.782927778,-36.12574167
SV082,-13.11050278,-38.19259722
PUBIN,-9.400077833,-38.40961775
OPLEB,-9.520075222,-38.40662554
SIRIG,-14.05745556,-43.50323889
PAPAL,-13.07151667,-40.48485833
OPRAS,-14.92509891,-43.60533568
ESNIN,-12.72076944,-40.55065
VUDON,-11.32855833,-40.24868611
CTB20,-25.38748611,-49.33410833
EE001,-4.516386111,-71.55844722
EE002,-4.510313889,-71.54420556
EE003,-4.486905556,-71.48931667
EE004,-4.475211111,-71.40669722
EE006,-4.563908333,-71.35963333
EE007,-4.579816667,-71.63280278
EE012,-4.578141667,-71.78348611
EE013,-4.682944444,-71.76431667
EE014,-4.631383333,-71.69855556
FZ019,-4.282530556,-38.08535556
FZ021,-3.681211111,-38.47398333
EDPIG,-18.55077222,-42.3756
FZ022,-3.347572222,-38.076525
FZ023,-3.785502778,-38.15743056
FZ024,-4.273252778,-38.98243611
FZ026,-3.9966,-38.85320556
FZ027,-3.823761111,-38.73031944
FZ028,-3.398452778,-38.73234722
UGIBI,-17.75061944,-42.09713056
FZ036,-4.073666667,-38.22038889
FZ037,-3.875380556,-38.53783889
FZ038,-3.595463889,-38.86511111
FZ039,-3.575175,-38.18701111
FZ047,-3.969291667,-38.49127778
FZ048,-3.95125,-38.41454722
FZ049,-4.024041667,-38.77230556
FZ051,-4.052919444,-38.92190278
FZ052,-3.931938889,-38.70421111
EVMET,-20.2647,-43.55501111
FZ313,-3.723297222,-38.34736389
GR103,-23.40536111,-46.97720556
GR104,-23.27259722,-47.05741944
HS002,-8.032816667,-38.415525
HS003,-8.006477778,-38.49526111
HS004,-7.980122222,-38.57498611
HS006,-8.085275,-38.55780556
HS007,-7.906047222,-38.49818056
IC003,-3.017975,-58.61730833
IC004,-2.965813889,-58.68246944
IC006,-3.096588889,-58.679575
IC007,-2.939366667,-58.55504167
IC008,-3.183005556,-58.41107778
IC009,-3.235152778,-58.34588889
IC011,-3.287294444,-58.28069444
IC012,-3.156519444,-58.28363889
IC013,-3.313791667,-58.40813889
IC014,-3.070136111,-58.55213889
KP187,-23.10766667,-47.64883333
KP189,-23.00233333,-47.8205
KP191,-23.15946944,-46.92170278
KP192,-23.12882778,-46.96465833
KU002,1.036313889,-66.81293889
KU003,0.957127778,-66.78586667
KU004,0.877938889,-66.75879444
KU006,0.904438889,-66.85053056
KU007,0.95565,-66.70268333
LC008,-17.746075,-50.929975
LC009,-17.66548611,-50.90651944
LC011,-17.65779444,-50.80210278
LC012,-17.60707222,-50.99168611
JAC02,-6.233577778,-57.76804167
JP018,-7.181766667,-35.69852778
JP019,-8.179102778,-35.44615833
JP022,-7.599772222,-35.36790278
JP028,-7.437002778,-35.29734444
JP031,-1.570980556,-69.32448056
JP032,-1.547672222,-69.20909722
RF363,-8.171430556,-34.80061111
RF362,-8.232866667,-34.8722
NTL23,-5.853419444,-35.37068611
JP033,-1.431558333,-69.23225833
NTL22,-5.905344444,-35.25252778
JP034,-1.501269444,-69.27836944
JP036,-1.454863889,-69.34763611
JUA11,-7.263216667,-39.15213611
LC013,-17.58489722,-50.88306389
LS001,-19.59575556,-44.12090278
XX017,-5.318488889,-35.72090278
MK081,0.619569444,-66.11924722
MK082,0.645233333,-66.24635278
XX016,-5.583408333,-35.48529722
MK083,0.646180556,-66.32888889
XX014,-5.579008333,-35.35483333
MK084,0.690372222,-66.41854444
MK087,0.653475,-65.90550278
MK089,0.875266667,-65.61737222
IZ002,-5.585347222,-47.53412778
XX013,-5.449633333,-35.335625
XX011,-5.184808333,-35.57121111
XX009,-5.189119444,-35.70162778
SQ002,1.704383333,-69.30136111
SQ003,1.708311111,-69.21823056
OY008,-25.59997222,-49.77364722
SQ004,1.712236111,-69.13510278
SQ006,1.624661111,-69.21432778
NT008,-6.013855556,-35.53893889
NT388,-5.919926167,-35.92777683
SV023,-12.18520556,-38.54865556
NTL05,-5.872052778,-35.27596667
OY009,-25.60653333,-49.62983333
OY011,-25.47943056,-49.59689167
NTL08,-5.9028,-35.25282778
SV028,-13.14849444,-38.60318056
OY012,-25.53972778,-49.685225
SV031,-12.50578889,-38.42325833
NTL18,-5.904508333,-35.29230556
OY013,-25.4729,-49.74055556
NTL21,-5.8751,-35.27441389
SV032,-12.36350278,-38.643225
SV058,-12.31022778,-38.470625
PC022,0.309977778,-69.87143889
PC023,0.351416667,-69.943725
SV061,-12.22481389,-39.261025
PC024,0.392858333,-70.01601111
PC026,0.278644444,-69.98488889
PC027,0.424191667,-69.90256111
SV071,-12.51579444,-38.57034722
PF015,-28.24590833,-52.33614722
PF016,-28.24066944,-52.319875
SV076,-12.81892778,-38.38668889
PI001,-2.343333333,-56.45933333
SV078,-13.00339167,-38.28442222
SV081,-12.43163333,-39.26830278
TG002,-20.69744167,-51.60281944
TG003,-20.64761389,-51.53144167
TG004,-20.59770833,-51.46014167
TG006,-20.72818333,-51.46783889
TG007,-20.567025,-51.59498333
TG008,-20.80523056,-51.75753056
TG009,-20.85496389,-51.82905556
TG011,-20.90466667,-51.90063056
TG012,-20.27146944,-51.89252778
TG013,-20.93568333,-51.76558333
UA021,-0.183680556,-67.01763889
UG091,-29.78864444,-57.12180556
UG092,-29.82707222,-57.18450278
UG093,-29.89159722,-57.16454167
UG094,-29.89600833,-56.97286944
UM008,-23.71575556,-53.27878889
UM009,-23.63781111,-53.24594167
UM011,-23.55985833,-53.21313333
UM012,-23.66805833,-53.16132778
UM013,-23.60760833,-53.33055833
UQ002,2.860022222,-63.73146111
UQ003,2.883363889,-63.81144722
UQ004,2.786861111,-63.839325
UQ006,2.911447222,-63.90741389
UQ007,2.979880556,-63.78361944
VT019,-20.40841389,-40.44654444
VT022,-20.32565,-40.28097222
XX003,-5.454019444,-35.466075
XX004,-5.314155556,-35.59048333
XX007,-5.27478285,-35.55694932
XX008,-5.204647222,-35.64606111
P8002,-8.886161111,-72.83056389
P8003,-8.817305556,-72.87845
P8004,-8.748438889,-72.92631944
P8006,-8.760175,-72.79536667
P8007,-8.87445,-72.96153333
P8008,-9.032775,-72.72852778
P8009,-9.101613889,-72.68058333
P8011,-9.044433333,-72.597475
P8012,-9.158825,-72.76368611
P8013,-9.170444444,-72.63262222
RF057,-7.753638889,-35.23460556
RF082,-8.670758333,-35.4131
PS039,-16.04598611,-38.96722222
RF087,-8.171625,-35.01746944
PS041,-16.30035278,-39.09379444
PS077,-16.29985,-39.19778889
RF091,-7.657005556,-34.78606389
RF093,-8.669108333,-35.07077778
RF114,-7.638338889,-35.12056667
PS072,-16.87560833,-39.35054722
RF180,-8.073852778,-35.01833611
RF181,-8.050247222,-34.94830278
RF182,-8.007808333,-34.98556389
RF183,-8.003872222,-35.04146944
RF184,-8.056438889,-35.12116944
PS073,-16.91294722,-39.54783889
RF185,-8.200825,-34.83662778
RF360,-8.186636111,-34.84941389
RF361,-8.203319444,-34.89773889
PS078,-16.66181111,-39.20734167
PS079,-16.78381389,-39.37546944
PS081,-16.809125,-39.47297778
SG003,-5.626080556,-35.88821944
SG004,-5.952605556,-35.69998611
SG006,-5.893819444,-35.38570556
SG008,-6.013236111,-35.14420556
SG011,-5.681491667,-35.49070833
PS082,-16.82807222,-39.69266111
SG012,-6.138061111,-35.35347778
SG013,-5.864411111,-36.21752778
SG014,-5.670125,-35.78121667
SG120,-5.839530556,-35.45939444
SG121,-5.756880556,-35.44596944
SG122,-5.767572222,-35.50215278
SG123,-5.880922222,-35.53208333
SGA13,-5.7688,-35.38019167
SI007,-11.63509167,-55.51911389
PS061,-16.12586111,-39.23810556
SI012,-12.13481944,-55.65362222
PS064,-16.20528056,-39.26043333
PV013,-9.054419444,-63.88171944
QE001,1.150583333,-69.84484167
QE002,1.242580556,-69.80466944
QE003,1.334580556,-69.76449167
QE004,1.236116667,-69.70503056
RA002,-9.532858333,-70.46423333
RA003,-9.614630556,-70.44613611
RA004,-9.712752778,-70.42440556
RA007,-9.360230556,-70.50241389
RA008,-9.278455556,-70.52048611
RA009,-9.196677778,-70.53855
RA011,-9.224666667,-70.43507222
RA014,-9.593086111,-70.34726111
RF018,-8.279766667,-35.04295556
RF023,-7.686377778,-35.18733333
RF049,-7.671913889,-34.85544722
RF052,-7.613527778,-35.03685
NT013,-5.657477778,-35.8109
KIBUV,-25.31064722,-49.41883056
GN002,-7.201336111,-48.15241944
GN003,-7.177144444,-48.07215556
GN004,-7.152938889,-47.99190278
GN006,-7.273333333,-48.04307222
GN007,-7.080961111,-48.10124722
ORUSU,-8.631219051,-42.71218304
CT169,-25.53452222,-49.16528611
OGLAN,-12.56754331,-45.25190168
GN008,-7.254366667,-48.32855833
GN009,-7.278511111,-48.40884722
GN011,-7.302644444,-48.48914722
GN012,-7.182297222,-48.43784167
GN013,-7.374730556,-48.37985556
GELRU,-10.11941776,-41.36020081
MANLU,-10.27395181,-41.21884242
SUDKI,-10.43017316,-41.07573436
OBGIP,-10.66138531,-40.86355687
KOPTO,-10.82963091,-40.70913948
EGIKO,-11.07848394,-40.47995313
UMPUV,-8.285835453,-38.81954859
OPUTI,-8.64619944,-38.74204
NIGTU,-8.851161018,-38.69782972
ISTAS,-9.473766458,-38.56296212
ILRIB,-9.811393364,-38.48946036
LONAT,-11.45470004,-40.27591518
SIPIR,-10.41724829,-40.05213293
UMGIS,-10.87039479,-40.14962459
EPGUB,-13.12275315,-40.63837193
PAFIM,-9.875114208,-41.58328528
BI121,-25.32446389,-49.26824444
BI122,-25.38731667,-49.23998333
BI123,-25.32911944,-49.18796667
BI124,-25.36315556,-49.25085278
BI126,-25.37863056,-49.24389167
ILSIG,-25.71102778,-48.94868333
IBDOT,-20.20111389,-43.28076389
FL004,-27.62868986,-48.62034186
FL049,-27.72297797,-48.42561
UDIDU,-18.86499722,-43.29115
ORETI,-17.88055833,-44.75762222
ASUPU,-16.95146389,-43.83866111
MUGTU,-20.25743611,-51.12092778
UMLAM,-21.36781389,-44.77829722
EGEPO,-20.89340278,-45.08714444
