ident,latitude,longitude
MELEM,-9.163333333,-21.68866667
POPSU,-23.21216667,-43.00416667
TCA35,-22.9548,-43.138
AC016,-4.511766667,-38.02915
TECLA,-2.937097222,-60.47560556
OBDEP,-3.161730821,-55.89661279
GEVMO,-13.04413889,-38.51836111
AX364,-19.7625,-46.86516667
VAKUB,-22.46920278,-43.61059167
PK003,-31.77516667,-52.589
PUBSU,-10.35525556,-53.39181389
POSDA,2.774533333,-60.50249722
BIVOX,-5.051486111,-37.27241944
DAKBU,-19.92781111,-57.48948333
ESBUK,-9.229833333,-68.088
BU018,-22.51796389,-48.851275
ORBAM,-21.22966667,-53.23666667
ESDIM,-25.45888889,-55.69666667
PUMRO,-21.57711111,-51.65529444
PJ003,-10.51670833,-48.25366389
AKPEN,-24.51420556,-48.76938056
BUXUP,-5.836744444,-35.3042
KOPSA,-5.779666667,-35.27
RB008,-9.833333333,-67.66316667
OPLEM,-21.86540556,-50.791325
ITEGI,-22.10426667,-42.36461667
VATAP,-12.9605,-39.00183333
LITUR,-7.8022,-47.94670556
NANDU,-14.25055278,-44.11099722
CO017,-29.87180833,-51.04601667
SN006,-2.099819444,-54.85184722
MAMSU,-22.976,-39.96466667
GR289,-23.32013333,-46.88087222
ESBUV,-3.964666667,-61.803
UKDEL,-28.80358056,-50.99531111
BG011,-31.56836667,-54.329025
LUVLU,-13.08166667,-61.56194444
PV002,-8.525316667,-63.81215
FN361,-3.7415,-32.66091667
GP363,-21.94563889,-48.40191667
SV043,-12.72234444,-39.01470556
TE364,-5.236444444,-42.80522222
GELEB,-11.85929531,-55.45631772
PF002,-28.179675,-52.14425278
LIVUG,-2.271213889,-38.727925
ANPON,-4.7035,-43.3865
PUGVA,-18.30733333,-43.947
EGLER,-5.305166667,-64.25533333
RACAN,-3.456311111,-60.09955833
TOBNI,-30.00959722,-52.10438333
GP003,-21.9125,-48.41443056
DO004,-22.42033333,-54.987
DADOS,0.004663889,-51.14665278
ESIGA,-22.3975,-47.28
UTNOP,-22.89865833,-43.22097778
TCA61,-26.4212,-48.3204
TOPEP,-23.04483331,-45.84924611
ST024,-23.863,-46.41
TF002,-3.313527778,-64.78665278
DARDA,0.329666667,-59.43716667
KOVGO,-23.30878478,-43.27083734
PP214,-22.30545833,-55.60663056
MALPU,-2.946833333,-59.32233333
VUGET,-30.187725,-50.92719722
GEGOB,-24.17020833,-50.38644444
RJ313,-23.34479444,-44.42226944
BG001,-31.33041389,-53.898525
SILIS,-21.9025,-40.24333333
UGELO,-32.67833333,-53.14666667
TIKSO,-18.75663056,-48.39807778
ANDAM,-25.811025,-48.66576111
GR286,-23.33778889,-46.46822778
TC012,-15.16896111,-38.914725
ITAKI,-1.690663889,-47.40606389
KUBTO,-5.724666667,-35.644
ASDEK,-28.60199722,-51.33003611
TT012,-4.337277778,-69.7605
ILBEM,-6.614888889,-41.19949167
GNV11,-16.49889167,-48.996425
GR279,-23.25754444,-46.01561667
MO011,-9.5441,-35.61420278
PJ024,-10.65185278,-48.21934167
UKARI,-8.831333333,-35.363
PMS10,-10.36601111,-48.24651389
SP084,-23.74111389,-47.12803611
IP016,-19.36079444,-42.31755833
JP371,-6.950841667,-35.00541944
SINIL,-21.9432,-52.86980278
SV053,-12.70500556,-38.49467222
KIDIG,-23.67866944,-42.52026389
GM011,-11.10979167,-64.960025
ME026,-22.35581389,-41.72004722
ME023,-22.31961111,-41.71321944
CAB11,-27.13239166,-52.66907222
DO027,-22.01278611,-55.00070556
GP009,-21.86680278,-48.47500556
MUGRA,-19.74283611,-44.43398611
EROGI,-15.29842778,-60.25047222
GO023,-16.54609444,-49.13272222
VG363,-21.75630556,-45.54186111
EVSOB,-22.99851111,-43.08960556
PORMU,0.692844508,-45.08412675
RONUB,-6.335827778,-52.68754167
SIBUM,-25.33433333,-49.39266667
KOXUM,-16.34138889,-49.58166667
TCA84,-23.5113,-46.393
RJ112,-23.01355556,-43.12430278
OSATU,-8.903,-64.54
UGOTA,-22.64877444,-47.64407681
TB008,-1.437458333,-56.23111389
PS033,-16.36400278,-38.80544444
RJ809,-22.987325,-43.12734722
MATSA,-27.81466667,-48.274
PF014,-28.54501389,-52.14054444
JP006,-7.346666667,-34.7535
IROBI,-17.66727778,-45.17027778
KIMAD,-26.4118,-48.71614444
CH031,-27.12671386,-52.70901097
KOTLO,-4.361944444,-48.96361111
JH014,-23.43004167,-47.119425
MG102,-23.5760455,-52.05154142
BW001,-15.90621667,-52.58354722
LS005,-19.63868056,-43.99128889
TC002,-15.53988889,-39.0828
AKSEP,-21.13717275,-40.76037203
PT008,-27.62098056,-50.30423056
NT392,-5.937805556,-35.07433333
SISEM,-26.45548611,-47.76792222
JD002,-23.11344444,-46.97507778
TA003,-23.00521667,-45.46781389
GR212,-23.60750278,-46.51923056
JV013,-26.17488333,-48.85346389
EGOLA,-13.10433333,-51.83916667
ATF02,-9.855847222,-56.10176111
GM008,-10.83419444,-65.08955
ILMIG,-5.002555556,-33.99141944
TIMVI,-28.90118889,-49.81434444
VT092,-20.29885,-40.31375556
SP091,-24.39427778,-46.62561944
UKBUS,-5.6995,-35.1715
TT004,-4.2502,-70.14611667
OBKAD,-0.832833333,-31.0865
DALSA,-16.53833611,-48.79326944
LUTVI,-22.2994,-50.17119722
DEVAD,-19.75283333,-43.97383333
TE363,-5.260777778,-42.70797222
GR042,-23.42615556,-46.51878333
CROMO,-3.633666667,-39.20016667
JI023,-10.67498889,-61.89818611
OBKEP,-22.81973333,-43.16976081
JE002,-2.948105556,-40.44079722
MOXAV,-22.21138889,-48.54861111
NUXES,-22.97753611,-45.90653333
GR038,-23.40331389,-46.53001667
MINUB,-21.70933333,-39.595
ITAGU,-9.210833333,-63.4515
GU003,-25.39025833,-51.73509167
BR001,-15.98816667,-48.1415
KODRI,-20.80733333,-56.5725
PS024,-16.51255278,-39.35613056
DB006,-21.15733333,-56.476
BOGUR,-8.748833333,-64.021
RB018,-9.9015,-67.94466667
MG108,-23.4046,-52.16837778
RJ008,-22.88820267,-43.16045189
VUNEV,-4.65618448,-63.06552949
JP009,-7.275333333,-34.8245
GR039,-23.304325,-46.57864722
UA008,-0.016088889,-66.86533611
IP013,-19.31854444,-42.39361944
DAGTI,-2.938475,-59.87075556
RC013,-21.976575,-39.80301944
RJ815,-22.96581389,-43.14905278
FUNDA,-3.523936111,-47.430975
OSUSA,-22.86096944,-41.92256667
PUMGO,-25.76010556,-48.84181389
IT006,-18.64968056,-49.25715556
PA008,-29.99036667,-51.37850278
SILOM,-22.63383889,-47.23446389
MNS06,-2.790130556,-60.10471944
NF011,-26.97693056,-48.61186389
SAVLU,-26.11430556,-49.26408611
AKSUX,-0.746333333,-65.574225
TAU01,-23.02591389,-45.48578056
ENACT,-21.935,-49.04066667
NEUMA,-7.717833333,-36.03083333
TS012,2.23105,-55.90086389
ITGIV,-32.93333333,-10
KUKOL,-16.68966667,-48.44833333
OGPUN,-18.31569444,-42.29350556
VURNI,-2.75575,-44.22256389
GIDVO,-18.44033333,-49.21883333
KABEG,-22.5505,-54.60816667
SIGOB,-8.471166667,-73.33833333
DO002,-22.33416667,-55.04233333
SC004,-22.9895,-43.74683333
NELIT,-8.0845,-64.13316667
GR737,-23.25388889,-46.83148333
LODID,-25.20481944,-49.95229444
GO008,-16.76383333,-48.98583333
TOGNI,-0.9155,-48.47133333
TELIS,-4.304833333,-31.18166667
UTBEL,-19.81708333,-44.04391389
PUNVA,-5.978294444,-47.59251944
SI001,-11.79692778,-55.56261944
GP361,-22.02925,-48.40041667
MUBUT,-13.95531389,-55.50015833
UMREP,-20.88354767,-39.67897659
PO012,-26.1648,-52.4616
PANAD,-2.8975,-41.729
EDREM,-18.987,-57.57916667
UDUKA,-23.25943611,-47.0922
SOTPI,-23.24544444,-45.62641111
OSORA,-5.716166667,-72.94266667
ENVAP,-22.1888,-51.32583889
ESBUT,-3.632833333,-44.22866667
KUDSO,-4.191922222,-49.96371944
VRI22,-20.44283056,-40.20327778
BITAK,-23.63016667,-43.638
ENVUX,-25.72311667,-54.40256944
ESNIK,-25.80158611,-48.51396667
PUBED,-28.62658889,-52.23739444
ORATO,-30.323,-51.83583333
DOSVI,-14.80890556,-49.1991
MS021,-5.117866667,-37.32506944
BR002,-15.86990789,-47.77370833
GRAFO,-10.64283333,-67.93366667
PCL01,-21.84294722,-46.57734722
OPMAP,-8.611341667,-63.90813889
PV391,-8.8355,-64.18516667
AR367,-10.99013889,-36.89094444
LO200,-23.276775,-51.15366667
NEBIX,-14.62021111,-45.29156389
RJ801,-22.90335,-43.21657778
ISARA,-10.6067,-67.6767
CW017,-2.3,-44.16264167
GEPVO,-26.028,-48.80433333
NISRU,-3.408816667,-37.98761389
IVTAL,-22.70612778,-43.26943889
TCA48,-23.4679,-46.5979
AKNEG,-20.17586667,-40.24376111
PUDBU,-6.561666667,-68.88055556
GL011,-22.81071389,-43.28995833
TOGNU,-29.21343889,-51.37024444
SOFIA,-22.45483333,-49.29183333
AR364,-10.97788889,-37.24980556
UMRUD,-31.44222222,-54.64472222
MO004,-9.474372222,-35.98560833
PP004,-22.61785447,-55.7296185
MOLVA,-21.9549695,-45.53879072
GEBOX,-23.00843056,-41.21333056
AU007,-20.98612167,-50.33442132
SJ026,-23.13697222,-45.96158611
PJ026,-10.48793611,-48.23019722
VG003,-21.55505,-45.45919722
ISRAB,-21.49766667,-45.56516667
KP141,-23.22757222,-47.22248611
NEVDU,2.185444444,-60.62361111
KIACA,-16.06756944,-47.80939167
UMDEX,-27.55491389,-49.507025
FS022,-22.05837778,-41.02351111
GEPSI,-2.6855,-60.30811389
CC004,-9.387027778,-54.70605278
TOLOG,-13.82927778,-38.72711111
EN001,-22.67984444,-40.69276111
UMGAD,-26.90745833,-49.39705
ATEKO,-5.270044444,-61.46223056
RELAB,-19.14604722,-41.98340556
BI058,-25.37368333,-49.08117222
VAKUS,-3.5765,-59.72966667
SJ058,-23.41026111,-45.91251389
TIMRU,-23.48476111,-48.06597778
GEKAN,-12.78437222,-60.13045
KUDUR,-6.384558333,-71.17104722
PICOM,3.409333333,-60.31716667
OPRIS,-20.87983333,-44.01833333
GO022,-16.55904722,-49.25086944
EKIVU,-29.22171111,-50.56589167
REC03,-7.975436111,-34.97298889
CJ013,-6.123255556,-50.048981
ATEVU,-27.76245833,-48.37029444
SATPU,-3.041444444,-44.73227778
ISOLU,-8.8885,-63.465
SUKSI,-21.77949722,-51.57777222
UTNIG,-22.01222222,-41.54238889
NT006,-5.919944444,-35.18738056
KORSA,-22.83230539,-45.9347453
AMVOL,-6.457166667,-63.97
ST006,-24.16110833,-46.33823775
RJ222,-23.09333333,-43.11033333
NF103,-26.87541389,-48.78744167
CC001,-9.280261111,-55.22444444
JE013,-2.896722222,-40.12689444
KARIU,-23.379,-50.38933333
PAKON,4.455680556,-61.28849444
KOKSU,-19.37733333,-43.31616667
MNS27,-2.824347222,-60.61476111
OPREM,0.029472974,-46.16813077
MS014,-5.453108333,-37.48075833
ERVOV,-6.614194444,-62.36599167
LJ014,-27.705725,-50.33589167
VAMIX,-23.05795833,-43.14809444
ABODE,-26.66571111,-48.85236944
WH004,-19.159,-43.91466667
UR467,-19.53677778,-47.99355556
TF009,-3.452444444,-64.66151944
LB009,-22.07541389,-39.92037222
TOMUT,-20.42303333,-49.16435556
UL008,-18.64316667,-48.1205
JD019,-23.159575,-46.95375
EVTOR,-18.63048889,-43.32746111
JE012,-2.782733333,-40.10981389
PJ023,-10.93921667,-48.20039444
PUNIL,-2.045611111,-54.27011111
SURDI,-1.296555556,-48.62028056
EGUDU,-26.65259167,-53.57226944
OPRUT,-22.03485,-46.35590556
VT012,-20.45953269,-40.29431997
UTPUN,-24.83433889,-49.16622778
SV044,-12.7804,-38.565225
CN006,-17.75358056,-48.67471389
SUSKO,-1.158833333,-48.88683333
JI033,-11.12095556,-61.91555556
GR318,-23.51433889,-46.40525
NENIL,-8.807,-63.8965
VUMUB,-21.642025,-53.66806667
GEMAT,-14.21336111,-55.65241667
KP156,-23.31307222,-46.60898056
ALONG,-19.01140833,-43.62654444
ILTAR,-9.611,-61.63683333
UMSOB,-26.41046111,-48.78357222
UGAGA,0.811666667,-65.7
MOXOB,-16.09116667,-48.17233333
CB021,-22.89604167,-41.95055
BUSVO,-22.78232222,-42.84703333
OPKON,-5.301002778,-67.46383611
DOGPI,-16.17634172,-48.92103356
NIGRI,-19.7697,-43.84289444
IVTIG,-21.32383333,-47.68366667
EGBIV,-11.97064444,-55.48624167
CLARO,-20.29483333,-57.81316667
KP159,-22.948025,-47.01039167
AKTIT,-23.03215278,-50.46986944
TCA65,-22.9571,-43.1773
VG362,-21.81116667,-45.47425
ATEDO,-15.46753333,-56.48416667
SJ047,-23.29575278,-45.78935278
MEVOG,-18.93699722,-48.24986944
SJ024,-23.02925278,-45.94160833
PANAS,-19.27454444,-42.13983056
SASDI,-22.64996111,-42.13653611
BG009,-31.45294444,-54.1881
TA006,-23.10852778,-45.61146667
UTBEV,-20.44899444,-54.51501944
GEVMU,-9.836466389,-67.84312275
MA012,-5.309666667,-49.06666667
UL012,-18.72066667,-48.154
ARNIG,-0.215102778,-67.04323333
VJK25,-15.86641667,-47.97588056
UMPOV,-26.07115278,-49.19826667
PABAK,-3.057211111,-59.52885278
TCAS3,-21.6459,-48.2271
KP126,-23.11413056,-46.95710556
DN006,-22.13631944,-51.70023333
EPDEN,-7.282091667,-63.7993
POPNI,-19.97436111,-43.25455
BUVEB,-2.497544444,-55.38657222
AG007,-23.01416667,-44.31116667
OSITA,-26.40472222,-55.16472222
ILNAL,-20.85777778,-39.96694444
TCA83,-23.5322,-46.5737
NEVTI,-30.10667222,-50.98001389
OBGOD,-5.283672222,-35.98375833
DALOG,-16.87008611,-49.24533611
CAYAM,-22.37589722,-49.00231944
SAFUC,-6.903,-35.1055
AC002,-4.654247222,-38.04911111
PAKEM,-7.796333333,-61.22416667
PL001,-9.449191667,-40.31571944
ERCIL,-3.708558333,-38.78530833
GR316,-23.33961667,-46.36006389
GO037,-16.56821389,-49.33443611
NIMBI,-19.55928056,-42.48793056
CX208,-29.04614167,-51.18314167
TE368,-4.8395,-42.75213889
GP016,-21.87350556,-48.31610556
CN903,-17.79625,-48.77725
LOMEN,-23.42690556,-46.70495833
SP111,-24.22725278,-46.62572778
VUSMU,-23.49301111,-46.68838889
BW021,-15.83043611,-52.34962222
ROMUC,-1.259569444,-48.36756944
URUTU,-25.18647814,-49.16148341
SIGEL,-19.93416667,-43.2485
MOTSU,-21.00533333,-47.318
ASUGA,-13.38733611,-38.79904444
ITBEB,-29.52549722,-50.56573333
ME002,-22.43415556,-41.83053333
EPLAG,-4.141036111,-69.59768056
KOVMO,-19.651325,-43.96700278
SIKAT,-10.99049722,-36.90808889
UY006,-4.903333333,-65.44283333
ARPAR,-10.515,-59.28633333
KUDRI,-23.79616667,-52.538
SV054,-12.84019444,-38.39407222
AMUEG,-21.73619444,-47.382475
EKATA,-9.553530556,-35.96666667
VT018,-20.33555556,-40.33794444
EDPUD,-23.29378611,-51.24865278
DORGI,-4.125841667,-69.11302778
SERGI,-25.22766667,-49.44316667
CF047,-19.82616667,-43.72983333
NISNI,-19.74404167,-46.31419444
MABKI,-9.870502778,-53.84718333
MINIG,-19.13583333,-39.09866667
GAVIL,-7.978702778,-34.94691667
ENRAL,-12.56212222,-46.36168889
BH026,-20.09366667,-43.41433333
TCA38,-23.6749,-46.6645
GR317,-23.46543889,-46.39015278
UTKUG,-23.301225,-46.24209722
CP013,-21.68603333,-41.25378056
PT009,-27.609975,-50.25898333
PV007,-8.698494444,-63.90416944
PUBTU,-25.68523056,-49.46611667
NUXIT,-26.55472778,-48.77256944
CTB18,-25.67121944,-49.01519167
ISILA,-18.19622682,-39.62875774
DAGEL,-18.00666667,-39.96866667
RJ078,-22.94981667,-43.13173889
SIMUK,-1.589347222,-49.71280556
TISVA,-22.58374444,-42.25053889
DARNU,-26.66810833,-47.90168889
NT383,-6.017583333,-35.04586111
DAGPI,-24.76638611,-48.94566389
YS016,-21.91857717,-47.126337
BU012,-22.27113333,-49.21923611
EPGIP,-22.87117222,-43.97701111
OGNIS,-22.22360833,-40.35525
NM013,-28.27455556,-54.21641111
UY011,-4.847852778,-65.186475
ESUVO,-7.643305556,-70.487525
DARBA,-10.49340833,-56.13400278
EGBAN,-17.17805556,-55.13105556
SUDBA,-27.4232,-48.99614444
ISOBU,-30.73046389,-53.38301667
KOMDA,-20.90833333,-40.11027778
USARI,-22.85269167,-40.92139444
TE367,-4.883555556,-42.84216667
POXOL,-26.32216667,-48.95866667
SUPDU,-25.07559167,-49.06294722
UBRUT,-5.3985,-33.319
LIVEV,-16.06983333,-47.84416667
BV011,3.027636111,-60.54291389
TIPNU,-7.770133333,-43.48746944
TONOP,-20.30435,-52.29581944
RJ249,-23.06599444,-42.94230833
IH002,-4.380513889,-56.10711944
PERAU,-21.9895,-48.9
ATILI,-22.13163611,-47.46313333
NIGBI,-29.27810556,-51.74063611
VUDUD,-16.52745833,-54.72385833
OGNIM,-26.06256111,-49.01016389
TEMUP,-13.306,-35.89316667
REC01,-8.114486111,-34.93004444
BH002,-20.21033333,-43.9595
VURUM,-3.6155,-59.78883333
HT008,-3.413311111,-52.45802222
AF014,-22.7909,-43.63978056
JA003,-28.75404167,-49.11945556
ESNEM,-27.022725,-48.88638333
MIGIG,-22.06189083,-42.69333856
ARU02,-10.98217778,-37.08038889
PA057,-30.25608889,-52.40377778
AG004,-22.96836667,-44.34661389
KP121,-22.74586111,-46.76625
MUPAK,-5.254666667,-65.103
EVLOL,-19.080025,-57.80576667
GU007,-25.34846433,-51.43496011
ISEMA,-21.4494,-51.95571111
NT364,-5.771805556,-35.357
VUMTU,-22.54750278,-49.26718333
FL994,-27.71588333,-48.67575278
SUMVA,1.696827778,-57.59984722
CB027,-22.89769167,-42.20474722
SAMGA,-19.0315,-47.6125
VT063,-20.20649444,-40.13299167
GR283,-23.26441389,-46.58947222
UTNIP,-26.07965,-51.792475
EGDUP,-18.93685,-46.64036389
PAGIT,-4.428888889,-45.32555556
PACHO,-5.659666667,-42.515
GR251,-22.986025,-46.98029167
KOKBA,-1.749333333,-48.92533333
ARPEV,-19.83233229,-39.72950489
CZ009,-7.70525,-72.56155556
ANBOT,-25.29938056,-51.53004722
TS002,2.333527778,-55.78130278
MATKO,-24.66577778,-49.50962778
SR361,-20.97786111,-49.62180556
NEKUN,-20.09331944,-40.20351111
KAMIL,-25.58733333,-53.76616667
SLI02,-2.579625,-44.23072222
DIBOD,-12.92805556,-38.41969444
DEXUT,-22.27707222,-51.54145
VACAR,-7.665333333,-36.16866667
ESKIX,-29.32243056,-50.74119167
CO008,-30.03883333,-50.84124444
URIVO,-3.75825,-38.60007222
ZORZA,-23.70816667,-46.79360833
LI004,-22.59648611,-40.09863333
TEPEM,-2.561833333,-59.65516667
AKTUM,3.511,-60.808
NIBVO,-23.2269,-45.555925
EDVUP,-4.6014,-32.81331667
SIMEL,-8.623333333,-64.20116667
ILPER,-1.062,-49.06183333
POSPI,-1.3585,-42.77883333
RB027,-9.903422222,-67.94756667
ISIXI,-22.36467997,-43.12834678
EGUPA,-2.562166667,-23.295
MOSNI,-5.549678485,-41.60732607
DEVEX,-21.46454167,-51.03610833
UTGED,-25.30765,-49.49976389
MAKTU,-10.46060278,-48.29365833
REALY,-18.40533333,-57.3775
CH027,-27.10474772,-52.86274975
TOSEV,-27.88332222,-49.17476944
XONUG,-24.34815833,-48.15912778
RZM02,-21.57993611,-43.28881667
SJ062,-23.22018889,-45.87256667
CP008,-21.65694167,-41.25461667
SP109,-22.78513611,-47.40498889
MIMIS,2.636658333,-60.71820833
ASDIL,-15.84766389,-47.81409167
MO008,-9.375213889,-36.00188889
TIPTU,-16.12883333,-48.6605
PRR03,-22.209525,-51.190725
BACOR,-25.67462778,-49.35594722
TESEV,-2.033538889,-52.76459167
LI003,-22.557575,-40.42006944
KOMGA,-3.274352778,-60.08816667
KP174,-22.94420278,-46.92789167
UDENO,-26.12466667,-54.93733333
IT018,-18.24753889,-49.16726944
PAMUB,-6.236897222,-43.38588333
CW013,-2.34965,-44.32166111
NF171,-26.95134444,-48.76909167
MOMSO,-10.51559371,-51.08656051
LODUV,-16.37783333,-48.81383333
UKDAR,-9.954475,-56.14188889
GP362,-21.97288889,-48.31716667
PAPID,-16.07851944,-47.98235
AC273,-4.575875,-37.58703333
VRI11,-20.35660833,-40.32730556
OI017,3.601425,-51.848475
VUSNI,-23.40766944,-46.37190833
UGPAR,-20.10640336,-41.70029975
KP149,-22.49175278,-46.718125
JU034,-7.050675,-39.44919167
CP004,-21.55483333,-41.53
LJ011,-27.5503,-50.44613056
ERVEL,-3.095344444,-58.36233611
SIGAR,-24.05138889,-52.12194444
ASEPO,-20.84855556,-52.84931111
ALDAD,-29.9129,-50.76700833
EGUSO,-20.11971667,-43.49900556
OGRET,-20.06216667,-43.78066667
ALBOM,-12.521,-62.697
MAPLU,5,-41
SEGSI,-12.427975,-55.64421667
PK002,-31.92216667,-52.451
PJ001,-10.08296111,-48.27443889
UKDUN,-23.861,-50.65816667
GUXAK,-8.107308333,-35.12679722
ME008,-22.29374722,-41.73125
IVPUM,-23.82316667,-46.17416667
KP164,-22.93610833,-46.89056389
UTBES,-27.63745833,-48.96077222
NITGO,-26.27581065,-49.84477122
GEMEG,-9.171855556,-61.53769722
ASODA,-21.55926944,-51.09001667
ARVOS,-2.468852778,-44.12422778
EVMUG,-12.52989722,-55.70018889
REDEG,-7.4235,-35.39683333
OPNUS,-21.79060556,-48.03929722
NF164,-26.85058333,-48.33481389
SP093,-22.55313056,-46.79469444
HASTE,-21.10716667,-48.34333333
TB012,-1.412422222,-56.15171111
KAMIR,-2.641166667,-60.66266667
VUGAR,-10.78913611,-54.90899444
NF111,-26.80922222,-48.56433333
IVTUB,-29.84553333,-50.84310556
EKILA,-21.8914,-47.34165556
UKLEN,-23.33233056,-48.41418056
ISUGO,-12.799,-59.02333333
PV003,-8.430977778,-63.91887222
ROBOL,-22.76338611,-43.33758056
ILVUG,-22.35286111,-55.27016667
RJ800,-22.93439444,-43.23001389
BE031,-1.592688889,-48.41593611
AF004,-22.86795833,-43.49899444
OPLIP,-2.598861533,-56.26660016
ANDUB,-10.69707778,-65.30664167
TCA53,-24.0306,-44.0098
AX363,-19.74533333,-46.76533333
OPSIN,-21.39252778,-51.25190278
EDSEN,-23.09305556,-48.03166667
NIMVA,-16.46842778,-49.89179444
PULAR,-25.4635,-49.2485
KIBOG,-25.36418056,-49.319875
USVAD,-6.477616667,-39.24626389
LODOK,-0.666,-57.788
UPUBU,-21.327625,-44.58948889
TOKIL,-12.62642222,-39.27516111
GEVPU,-25.44142778,-48.87181667
UY021,-4.903072222,-65.442825
GR231,-22.63176667,-46.89828889
SJ059,-23.39420556,-45.99943333
TCA16,-23.3065,-46.3871
PERSA,-6.072333333,-63.53416667
KP143,-23.09552778,-47.336175
DOLRI,-20.42115278,-40.21298611
REPID,-25.60528611,-49.08963056
CA013,-25.041025,-53.45659444
SIKUK,-13.01667682,-37.68261468
SUNDU,2.952430556,-60.87908333
ASBOV,-28.83330278,-50.91333611
NAXOT,-1.749833333,-47.92066667
FILHO,-10.19516667,-66.97733333
YS012,-21.80773831,-47.44929953
AKNOV,-0.8425,-65.34633333
SIPEV,-25.56773333,-50.12719167
OSIPA,-19.70328611,-42.66476667
BODUM,-22.97557222,-42.05404444
ERETU,3.128333333,-28.8
MQ362,0.1465,-50.92366667
ILNIM,-17.86635556,-49.89952222
IZ012,-5.427919444,-47.31833056
LANCE,-6.4345,-66.34016667
TF006,-3.177394444,-64.80364444
VULOT,2.764797222,-60.84926667
OPLAX,-31.8385,-52.464025
TBT01,-4.248058333,-69.94347778
CBO02,-9.314330556,-55.05940278
CA009,-25.124056,-53.3653225
DOTBA,-23.35643611,-45.72446111
GNV03,-16.71170278,-49.03484444
TENEK,-16.54766667,-49.90516667
BW017,-15.81616111,-52.19446389
PAKIB,-21.24640775,-44.13070316
ISUKA,-16.22633333,-54.34633333
ST022,-23.937525,-46.38701389
KABUK,-23.56633333,-44.02133333
AU009,-21.00133333,-50.22866667
TIGVO,-11.482,-40.22250556
GAVAK,-9.883902778,-37.14329167
UY007,-4.719,-65.52266667
MS016,-5.319597222,-37.52931667
DB007,-21.516,-56.38183333
COA14,-29.90905278,-51.22947222
POSMU,-18.758,-42.44816667
SAVKA,-5.331,-49.09233333
EVELP,-22.55712403,-51.60403644
UTKUD,-12.43328288,-38.90424164
MI002,-22.85926389,-42.76952222
DO032,-22.30192222,-54.79044167
DAMTI,-21.71463333,-41.32017222
CA004,-24.94697819,-53.71494494
ZM009,-21.16975278,-43.09561111
OBLUG,-22.60971111,-48.45956111
NT378,-5.842388889,-35.30883333
BUTAK,-2.571811111,-44.07436111
DB002,-20.97866667,-56.52266667
